_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	load	secondary
v000941	-0.105794732	-0.280230639	-0.065074067	-0.250341165	-0.249885519	0.0524075275	0.1375112642		
v000943	-0.215197092	-0.08103217	-0.241482331	-0.148158265	-0.200880984	-0.25056336	-0.108064969		
v000944	-0.029877603	-0.176705616	-0.261074703	0.2093669842	-0.350443163	0.2728010499	-0.145086109	fac5	
v000947	-0.195188523	-0.275254833	-0.023205057	-0.069225317	-0.279339759	0.0951209576	-0.010357794		
v000950	-0.101840424	-0.383196086	0.0587685893	0.0602983168	-0.552339227	0.2691740767	0.178773565	fac5	
v000952	-0.256094686	-0.045154791	0.0895676427	-0.353955962	-0.24043039	-0.33511855	0.0976259388	fac4	
v000955	-0.127591418	-0.246728787	-0.101425913	0.2465008507	-0.250723339	0.0089187912	0.0612045251		
v000959	0.0489588446	-0.248997668	-0.08883332	-0.024844725	-0.388529334	-0.029618238	0.0298450615	fac5	
v000966	0.0407831049	-0.260956939	-0.116804816	-0.107730602	-0.27514137	0.4210561653	-0.260938917	fac6	
v000973	-0.32287315	-0.269914889	0.0308371189	-0.104545498	-0.2111215	-0.23070738	0.333533577	fac7	
v000975	-0.204346887	-0.487024111	0.0690797102	0.0875483944	-0.167541306	-0.13470921	-0.134881904	fac2	
v000980	-0.230036699	-0.163789005	-0.226627145	-0.246196142	0.0665232782	0.2753960445	-0.069773396		
v000994	-0.181082688	-0.151120308	-0.196289586	-0.082224573	-0.345025138	0.4858639771	0.0440619778	fac6	
v000998	-0.257006663	-0.54554463	0.0288183945	0.0667040559	-0.106372954	-0.282947047	-0.032114475	fac2	
