user	fac1	fac2	fac3	fac4	fac5	fac6	fac7
u016720	0	0	0	0	0	2	0
u016721	-1	0	3	-1	0	0	0
u016723	1	0	2	0	0	1	1
u016725	0	0	0	0	-1	0	0
u016727	2	0	1	0	1	0	0
u016728	0	0	4	0	0	0	0
u016729	0	0	4	-1	0	1	0
u016730	0	0	0	0	0	0	0
u016732	0	1	1	0	0	0	0
u016736	2	0	0	0	0	0	1
u016737	3	0	0	1	0	0	0
u016738	3	0	2	1	0	1	0
u016739	1	3	0	0	0	0	0
u016740	0	1	-1	0	0	0	0
u016742	0	0	0	0	0	0	0
u016743	0	0	1	0	0	1	0
u016744	1	0	1	0	1	1	0
u016745	1	0	2	1	0	4	0
u016749	1	0	0	0	0	1	0
u016751	1	0	0	0	0	0	1
u016754	0	0	0	1	0	0	0
u016755	2	0	1	0	1	1	0
u016759	0	0	0	2	0	0	0
u016760	0	0	0	0	0	1	0
u016762	1	0	0	0	0	0	0
u016763	0	0	1	0	0	1	0
u016764	1	0	1	0	0	0	0
u016767	1	0	2	0	0	0	0
u016768	1	1	1	0	0	-1	2
u016769	0	0	0	-1	0	2	0
u016770	0	0	4	0	0	0	1
u016771	1	0	2	1	0	0	0
u016772	0	0	0	-1	0	-1	0
u016773	1	0	1	0	0	0	0
u016776	2	0	0	0	0	1	0
u016777	0	0	0	1	0	0	0
u016778	2	0	0	0	0	1	0
u016780	0	0	0	0	0	0	0
u016781	2	0	0	0	0	1	0
u016782	0	0	0	0	1	0	0
u016783	0	0	0	0	0	0	0
u016784	2	0	1	1	0	1	0
u016785	1	1	1	0	0	1	0
u016786	0	0	1	0	0	1	0
u016789	0	0	0	1	0	0	0
u016790	1	1	0	0	0	0	0
u016791	1	0	0	0	0	0	0
u016792	0	0	0	0	0	0	0
u016794	1	0	0	0	0	0	0
u016795	0	0	0	-1	0	2	0
u016796	1	0	4	0	0	0	0
u016797	1	0	2	0	0	0	0
u016798	1	0	0	0	-1	4	0
u016799	0	0	2	0	0	0	0
u016800	0	0	0	0	0	1	0
u016801	2	2	1	0	0	0	0
u016802	0	2	-1	1	0	1	0
u016804	0	0	0	0	0	0	2
u016805	0	0	0	0	0	0	0
u016809	1	0	2	0	0	1	0
u016810	0	1	0	0	0	0	0
u016814	2	0	2	0	0	0	0
u016815	0	1	1	0	0	0	0
u016816	1	0	0	0	0	0	0
u016818	0	0	0	1	1	0	0
u016819	1	0	1	0	0	0	1
u016822	3	0	3	0	0	0	0
u016823	0	1	3	0	-1	0	0
u016825	0	1	3	0	0	0	0
u016828	0	0	0	0	0	0	0
u016829	0	0	1	0	0	0	0
u016831	1	2	6	1	1	0	0
u016832	1	1	2	0	0	0	1
u016834	0	0	0	0	0	0	0
u016835	0	0	0	0	0	1	0
u016836	0	0	0	0	0	1	0
u016837	0	2	-1	1	0	-1	0
u016839	0	1	0	-1	0	0	1
u016840	1	0	1	0	0	1	1
u016842	0	0	1	0	0	0	0
u016844	2	1	0	0	0	0	0
u016845	1	0	0	0	0	0	0
u016847	0	0	0	0	0	0	0
u016848	1	0	0	0	0	0	0
u016850	0	0	-1	0	0	0	0
u016851	2	0	0	0	0	0	0
u016854	0	0	0	0	0	0	0
u016855	0	0	0	0	0	0	0
u016856	0	0	0	0	1	0	1
u016858	0	0	0	0	0	1	0
u016860	1	0	1	0	0	0	0
u016863	2	0	1	0	0	1	0
u016867	0	0	0	0	0	0	0
u016868	1	0	3	0	0	0	0
u016870	1	0	4	0	1	2	0
u016871	1	0	0	0	0	0	0
u016872	4	0	0	1	-1	2	0
u016875	0	0	0	0	2	0	0
u016876	0	0	0	0	0	0	-1
u016877	1	0	1	0	0	0	0
u016878	-1	1	0	0	0	0	0
u016879	1	0	0	0	0	1	0
u016882	1	0	1	-2	0	1	0
u016883	0	0	0	0	0	0	0
u016884	0	0	0	0	0	0	0
u016885	0	0	0	0	0	0	0
u016886	0	0	0	0	0	0	0
u016887	0	1	0	0	-1	0	0
u016893	0	1	0	0	0	0	0
u016894	0	0	0	1	0	0	0
u016895	0	0	0	0	0	0	0
u016898	0	0	0	0	0	0	0
u016899	2	1	1	0	0	0	0
u016901	0	0	1	-1	2	2	0
u016902	0	1	0	0	0	-1	0
u016904	1	0	1	-1	0	0	0
u016906	1	0	1	0	0	0	0
u016907	1	0	1	0	0	1	0
u016908	0	1	0	0	0	0	0
u016912	0	0	0	0	0	0	0
u016919	0	0	1	1	0	-1	0
u016921	0	0	0	0	0	0	0
u016922	1	1	0	0	0	2	0
u016923	0	1	1	0	0	0	0
u016924	0	0	0	0	0	0	0
u016926	1	0	1	0	0	0	0
u016927	0	0	3	0	0	1	0
u016928	0	0	2	0	0	-1	0
u016930	-1	3	0	0	0	-1	1
u016931	0	0	0	0	0	0	0
u016932	0	0	0	0	0	1	0
u016933	0	0	1	2	0	0	-1
u016935	0	0	0	0	0	1	0
u016936	1	2	0	0	0	3	0
u016937	2	1	3	0	0	0	1
u016938	0	0	0	0	0	0	-1
u016939	0	0	0	1	0	0	0
u016941	0	3	0	0	0	0	0
u016943	0	0	0	0	1	2	0
u016947	1	0	0	1	0	2	0
u016948	0	0	0	0	0	1	0
u016949	1	0	2	0	1	0	0
u016950	4	0	1	0	0	0	1
u016952	1	0	2	0	0	0	0
u016956	0	0	0	0	0	0	0
u016957	0	0	0	0	0	0	0
u016958	1	0	0	0	0	0	0
u016959	0	-1	0	1	0	0	0
u016962	1	0	0	0	0	0	0
u016964	1	1	0	0	0	0	0
u016965	3	0	0	0	0	1	0
u016967	2	0	3	0	0	1	0
u016970	2	0	0	0	0	1	0
u016972	3	1	2	0	0	0	0
u016974	3	1	0	0	-2	2	0
u016975	0	0	2	0	1	0	0
u016977	0	0	6	0	0	0	0
u016978	0	0	1	0	0	2	0
u016980	2	2	1	0	0	0	0
u016982	0	0	0	0	0	0	0
u016983	0	1	0	0	0	1	0
u016986	1	0	0	0	0	0	0
u016987	0	0	0	0	0	1	0
u016988	0	0	2	1	0	0	0
u016990	0	0	0	1	0	0	0
u016992	1	1	1	0	0	0	0
u016995	0	1	0	0	0	1	0
u016998	1	0	1	0	0	2	1
u016999	0	0	0	0	0	0	0
u017000	0	1	0	0	0	0	0
u017001	0	0	0	0	0	1	0
u017002	0	0	0	0	0	2	0
u017004	2	0	2	0	0	0	0
u017008	0	1	0	0	0	0	0
u017010	0	0	2	0	0	0	0
u017011	2	1	2	0	0	0	0
u017012	1	2	3	0	0	1	0
u017015	1	0	0	0	-1	1	0
u017019	0	0	2	0	0	0	0
u017020	0	0	2	0	-1	1	2
u017021	0	0	0	0	0	2	0
u017023	0	0	0	1	1	0	0
u017024	0	2	0	-1	0	0	0
u017025	0	0	2	0	0	0	0
u017026	0	0	0	0	0	0	0
u017027	0	2	1	0	1	0	0
u017029	0	0	0	0	1	0	0
u017033	-1	0	0	1	0	1	0
u017034	0	0	0	0	-1	2	0
u017036	0	0	0	1	0	0	0
u017037	0	0	2	0	0	0	0
u017038	0	1	6	0	0	0	0
u017041	0	2	0	0	0	0	0
u017044	0	1	2	0	0	0	0
u017046	0	2	0	0	0	0	0
u017047	0	1	0	0	-1	0	0
u017049	0	0	0	0	0	0	0
u017050	1	0	0	0	0	1	0
u017052	0	1	0	0	0	0	0
u017054	0	0	0	2	0	2	0
u017055	0	4	-1	-1	0	0	0
u017056	1	0	-1	0	1	-1	0
u017058	-1	2	0	0	0	0	1
u017060	1	0	1	1	1	0	1
u017061	0	1	0	0	0	1	0
u017065	3	0	-1	0	-1	1	0
u017067	0	1	0	0	0	0	0
u017068	1	0	0	0	0	0	0
u017069	-1	0	0	0	0	0	0
u017071	0	0	4	0	0	2	0
u017072	0	0	0	0	0	0	0
u017073	1	0	1	0	1	1	0
u017075	0	0	0	0	0	-1	0
u017076	0	0	3	0	0	1	0
u017077	0	1	0	0	0	-1	0
u017079	0	1	0	0	0	0	0
u017080	0	0	0	0	-1	0	0
u017081	0	1	0	0	0	0	0
u017083	0	0	0	0	0	0	0
u017085	0	0	0	1	0	0	0
u017086	0	0	0	0	0	2	0
u017087	0	1	0	2	0	0	0
u017090	1	0	0	0	0	0	0
u017091	0	0	0	0	2	1	0
u017092	0	0	1	0	2	0	0
u017096	-1	1	0	0	0	0	0
u017100	1	0	-1	0	0	0	0
u017102	0	1	-1	0	0	-1	0
u017103	0	0	1	1	1	0	0
u017105	1	0	1	0	0	0	0
u017107	1	0	0	0	0	0	0
u017110	0	0	0	0	0	1	0
u017112	0	1	0	2	0	0	0
u017114	0	1	0	0	0	0	0
u017115	1	2	0	0	0	0	0
u017117	0	0	0	0	0	-1	0
u017120	0	0	0	0	0	2	-2
u017121	3	0	1	0	0	1	0
u017122	0	0	0	1	1	0	0
u017123	0	0	1	0	0	0	0
u017125	0	0	1	0	0	0	0
u017126	0	0	0	0	0	1	0
u017127	0	1	0	0	0	0	0
u017128	0	3	0	0	0	0	0
u017129	1	1	1	0	-1	3	0
u017130	0	2	0	0	-2	0	0
u017133	0	1	1	0	0	0	0
u017136	-1	0	0	0	0	-1	0
u017139	0	0	1	0	0	0	0
u017140	0	1	0	1	0	0	0
u017142	0	0	5	0	0	0	1
u017143	0	0	0	0	0	1	0
u017144	0	0	2	0	0	1	0
u017146	0	0	0	0	0	0	0
u017147	0	0	2	0	0	2	0
u017148	0	0	-1	0	0	0	0
u017151	1	0	0	0	-1	0	0
u017153	-1	1	1	0	1	0	0
u017154	2	1	0	0	1	0	0
u017155	0	0	0	0	0	1	0
u017158	0	1	2	0	0	-1	0
u017159	0	0	0	1	0	0	0
u017161	2	0	0	0	0	0	0
u017162	0	0	0	0	0	0	2
u017164	1	0	2	0	0	1	0
u017165	0	-1	0	0	0	3	0
u017167	2	0	2	-1	0	1	0
u017168	-1	4	1	0	1	1	0
u017172	4	1	2	-1	0	0	0
u017174	0	0	0	0	0	1	0
u017175	2	1	1	0	0	0	1
u017176	1	0	0	1	0	0	0
u017177	1	2	0	0	0	0	0
u017182	0	1	1	0	0	0	0
u017183	0	0	0	0	0	1	0
u017184	0	0	1	0	-1	0	0
u017185	1	0	0	0	0	0	0
u017186	2	0	0	0	0	1	0
u017187	3	0	0	0	0	1	0
u017189	1	0	2	-2	0	1	0
u017190	0	0	1	0	0	0	0
u017191	0	1	1	0	0	0	0
u017193	1	0	0	0	0	1	0
u017194	1	0	0	0	0	1	0
u017197	0	0	0	2	0	0	-2
u017198	1	0	2	1	0	0	0
u017199	3	0	0	0	0	0	0
u017200	0	0	1	0	1	0	0
u017201	2	1	1	0	0	1	0
u017202	0	0	0	0	0	0	0
u017207	0	0	0	0	0	0	0
u017208	0	0	0	0	0	0	0
u017209	1	0	3	1	0	0	0
u017211	1	0	0	0	0	1	0
u017213	2	1	2	0	0	1	0
u017218	0	0	0	0	0	0	0
u017219	1	0	0	0	0	0	0
u017221	3	0	4	0	0	1	0
u017223	1	0	0	0	0	0	0
u017224	1	-1	1	-1	0	2	0
u017225	0	2	0	0	0	0	1
u017226	0	1	1	0	0	-1	0
u017228	1	0	0	0	0	0	0
u017230	0	0	0	0	0	0	0
u017231	0	1	0	0	0	0	0
u017232	1	0	0	0	0	1	0
u017233	2	0	1	0	0	0	0
u017236	2	0	4	0	0	1	0
u017238	0	0	2	0	0	2	1
u017239	0	2	0	0	-1	0	0
u017240	3	0	0	0	0	0	0
u017243	1	0	0	0	0	1	0
u017244	3	0	0	0	0	0	1
u017247	1	1	-1	4	2	-1	0
u017248	0	0	0	0	0	-1	0
u017249	1	0	1	0	0	0	0
u017251	0	1	0	5	0	1	0
u017252	0	0	-1	1	0	0	0
u017255	1	0	0	0	0	0	0
u017257	3	1	1	0	0	0	0
u017258	1	0	0	1	0	0	1
u017261	0	1	0	0	0	0	0
u017262	0	0	0	1	0	0	0
u017266	0	0	-1	0	0	0	0
u017267	0	0	0	0	0	-1	0
u017268	0	0	1	0	0	0	0
u017269	-1	0	0	0	0	0	-2
u017270	1	0	0	0	0	1	0
u017272	0	0	1	0	0	0	0
u017273	0	0	0	0	0	1	0
u017276	1	1	0	-2	0	0	0
u017277	-1	0	0	0	0	0	0
u017279	1	0	0	0	0	1	0
u017284	0	1	0	1	0	0	0
u017285	4	1	3	0	0	0	0
u017286	0	1	0	0	0	0	0
u017287	0	1	-1	0	0	1	0
u017288	0	0	0	0	0	0	0
u017289	0	0	2	0	0	0	0
u017290	0	1	0	0	0	0	0
u017291	2	0	0	0	0	0	0
u017292	0	0	0	0	0	0	0
u017293	1	1	2	0	0	0	0
u017294	0	1	0	0	0	0	0
u017297	1	1	2	0	0	1	0
u017299	3	0	0	0	3	0	2
u017300	0	0	0	0	0	0	0
u017303	0	0	0	0	0	0	0
u017308	0	0	0	1	0	0	1
u017311	1	1	2	0	0	0	1
u017312	0	2	2	1	0	0	0
u017313	1	0	1	0	0	0	1
u017314	0	0	0	0	0	1	0
u017315	3	0	1	0	0	1	0
u017316	0	0	1	0	0	0	0
u017317	1	0	1	-1	0	3	0
u017320	0	0	0	1	0	0	0
u017322	0	-1	1	0	0	0	0
u017323	0	0	0	1	1	0	0
u017324	0	-1	0	1	0	0	0
u017325	0	0	0	0	0	0	0
u017326	2	1	3	3	0	0	0
u017327	-1	2	2	0	0	0	0
u017328	0	0	0	1	0	2	0
u017329	0	0	0	0	0	0	1
u017332	1	0	2	0	1	0	0
u017333	1	0	1	0	0	0	0
u017336	0	0	0	0	0	0	0
u017337	0	1	0	0	0	0	0
u017338	1	0	1	0	0	1	0
u017339	0	0	1	0	0	1	0
u017341	0	0	0	0	0	0	0
u017342	0	0	1	1	0	1	3
u017343	0	1	-1	0	0	0	0
u017345	0	1	0	1	0	-1	2
u017347	1	0	1	0	0	0	2
u017348	1	0	0	0	0	0	0
u017349	1	1	0	1	-1	0	0
u017350	0	-1	1	0	0	0	0
u017351	3	0	3	0	1	0	0
u017353	0	0	1	0	0	0	0
u017355	0	0	1	0	0	0	0
u017356	2	2	0	0	0	0	0
u017357	0	0	1	0	2	0	0
u017358	0	0	0	0	0	1	1
u017360	0	0	0	0	0	0	0
u017362	0	0	0	0	0	0	0
u017365	0	1	1	0	0	-1	0
u017366	4	1	-1	0	0	0	0
u017367	0	0	0	0	0	0	0
u017373	2	0	2	-2	0	1	0
u017374	0	0	0	0	0	0	1
u017375	0	1	0	0	0	1	0
u017378	0	0	0	0	0	0	0
u017380	0	0	4	0	1	0	0
u017381	0	0	2	0	0	0	0
u017382	2	0	3	0	0	0	1
u017383	0	0	5	2	-1	0	0
u017384	0	0	1	0	0	0	0
u017388	0	0	2	0	0	0	0
u017389	0	1	0	0	0	1	0
u017391	1	1	0	2	0	0	0
u017392	0	1	0	1	0	0	0
u017394	0	1	0	0	0	0	0
u017396	1	0	0	0	0	0	0
u017397	1	1	2	0	0	0	0
u017398	1	1	1	0	0	0	0
u017400	1	0	0	0	-2	1	0
u017401	4	0	1	0	0	0	0
u017404	0	0	0	0	0	1	0
u017405	-1	3	0	0	0	0	0
u017408	0	0	2	0	0	0	0
u017409	2	1	1	0	0	-1	0
u017412	0	0	3	0	0	0	0
u017413	0	2	0	1	0	0	-1
u017414	0	0	1	0	0	0	0
u017415	0	3	0	0	0	0	0
u017419	0	1	1	-1	0	2	0
u017421	3	0	1	0	0	1	0
u017422	0	-1	0	0	0	0	0
u017423	1	0	3	0	0	1	0
u017425	0	1	1	0	0	0	0
u017428	0	0	0	0	0	0	0
u017430	0	0	2	0	0	3	0
u017431	1	0	0	0	0	0	0
u017433	2	0	0	0	0	0	1
u017434	1	0	2	0	0	0	0
u017435	3	1	2	0	0	1	0
u017437	1	0	2	0	0	0	0
u017438	0	0	1	1	0	-1	0
u017440	4	0	1	0	0	3	0
u017442	1	0	0	0	0	0	0
u017443	1	0	0	0	0	0	0
u017445	0	2	0	0	0	1	0
u017449	3	1	3	-1	0	1	0
u017450	1	1	4	0	0	0	0
u017451	3	0	0	0	0	1	0
u017452	1	1	4	1	0	0	0
u017453	0	0	0	0	0	0	0
u017454	0	1	1	1	0	1	0
u017456	0	0	1	-1	0	2	0
u017458	0	1	0	0	0	0	0
u017459	1	1	0	0	0	1	0
u017461	0	0	0	0	0	0	0
u017462	0	0	0	2	0	0	0
u017464	0	0	1	0	0	0	0
u017465	0	0	0	0	0	2	1
u017466	1	0	0	2	1	1	0
u017468	2	0	4	0	0	1	0
u017469	0	0	0	0	0	1	0
u017470	0	0	0	0	0	0	0
u017474	0	0	0	0	0	1	0
u017476	5	1	0	0	-1	1	0
u017478	4	1	0	0	0	0	0
u017479	0	0	0	0	1	0	0
u017482	0	0	0	0	-1	0	1
u017484	0	0	1	0	3	-1	0
u017485	0	0	0	0	0	0	0
u017488	1	0	0	0	0	1	0
u017489	0	1	0	0	-1	0	0
u017490	2	0	1	-1	0	1	0
u017492	0	0	0	0	0	0	0
u017494	0	0	1	0	0	0	0
u017495	1	-1	0	2	1	0	0
u017498	0	0	0	0	0	1	0
u017499	0	0	0	0	-1	1	0
u017500	1	0	0	0	0	0	0
u017501	0	1	2	0	0	1	0
u017502	0	0	3	0	0	2	2
u017508	0	1	0	0	0	0	0
u017509	0	0	0	0	0	0	0
u017515	0	0	0	0	0	0	0
u017517	1	1	4	0	-1	0	0
u017519	1	1	0	0	1	2	0
u017520	0	0	0	0	0	0	0
u017523	0	0	1	0	0	1	0
u017525	0	0	1	0	0	0	0
u017526	0	0	1	0	0	0	0
u017527	0	0	1	0	0	0	0
u017528	1	2	0	2	-1	2	0
u017529	0	0	0	0	0	1	0
u017530	0	0	0	-1	0	2	0
u017533	0	0	7	-1	0	2	0
u017537	2	0	2	0	1	0	0
u017539	1	1	0	0	0	1	0
u017540	0	0	0	0	0	0	0
u017541	0	0	0	0	1	0	0
u017543	0	0	0	0	0	0	0
u017547	0	1	0	0	0	0	0
u017548	1	0	0	0	0	0	0
u017550	0	-1	1	0	0	0	0
u017551	0	-1	1	0	0	0	0
u017552	0	1	0	0	-1	0	0
u017553	3	0	0	0	0	3	0
u017556	0	1	0	0	0	0	0
u017558	0	1	0	0	0	0	0
u017559	0	0	0	0	0	1	0
u017560	0	0	2	0	0	0	0
u017561	0	0	0	0	0	1	0
u017563	1	0	0	0	0	0	0
u017564	0	1	0	0	0	0	0
u017566	0	0	0	0	1	0	0
u017568	3	0	0	0	0	1	0
u017572	0	0	2	0	0	1	0
u017573	0	0	0	0	0	0	0
u017574	0	2	0	0	-2	0	0
u017575	1	0	0	0	0	0	0
u017576	1	1	1	0	0	0	0
u017578	0	0	2	0	0	0	0
u017579	0	0	0	0	0	1	0
u017581	0	0	0	1	0	0	0
u017583	5	1	2	0	0	0	0
u017584	0	0	0	0	0	1	0
u017585	0	0	0	-1	0	2	0
u017586	3	0	0	0	0	0	0
u017587	0	0	0	0	0	0	0
u017591	0	1	0	0	1	0	0
u017592	1	0	1	0	0	0	0
u017595	0	1	1	0	0	-1	0
u017597	0	0	0	0	0	1	0
u017599	1	0	0	0	0	0	1
u017600	1	0	0	0	0	0	0
u017601	0	1	0	0	0	0	0
u017602	3	0	2	0	0	0	0
u017604	1	0	0	1	0	0	0
u017605	0	0	0	0	0	0	0
u017606	0	0	0	0	0	1	0
u017609	0	3	0	0	0	0	0
u017610	0	1	0	0	0	-1	0
u017611	0	0	1	0	0	0	0
u017612	3	1	2	-1	0	2	0
u017614	1	0	0	0	0	0	0
u017615	0	1	0	1	0	0	0
u017616	1	0	0	0	0	0	1
u017619	2	0	0	0	0	0	0
u017624	0	0	0	0	0	0	0
u017625	0	0	2	0	0	1	0
u017631	0	0	1	0	0	0	0
u017633	0	1	0	0	0	-1	0
u017637	0	0	1	0	0	0	0
u017640	1	0	0	0	0	0	0
u017643	0	-1	0	0	0	0	0
u017644	0	0	0	0	0	0	0
u017647	0	1	-1	0	-1	-1	0
u017648	1	0	0	0	0	0	0
u017649	-2	4	0	0	0	0	0
u017651	0	0	1	0	0	0	0
u017653	0	1	0	0	0	0	0
u017654	0	0	0	1	0	-1	0
u017656	0	0	0	0	0	0	0
u017657	0	0	0	0	0	0	0
u017658	0	0	0	0	0	0	0
u017659	1	0	2	0	4	0	0
u017660	2	0	1	0	0	0	2
u017661	0	0	0	1	0	0	0
u017662	1	0	0	0	0	0	0
u017663	1	0	3	0	0	1	0
u017664	1	2	0	0	0	0	0
u017666	2	0	0	0	0	1	0
u017668	0	0	0	0	0	0	0
u017669	1	0	0	0	0	0	0
u017670	0	0	1	0	0	1	0
u017673	0	1	-1	0	0	0	0
u017674	4	0	0	0	-1	1	0
u017675	0	0	1	0	0	1	0
u017676	0	1	0	1	0	0	0
u017678	2	1	0	0	-2	0	0
u017680	0	0	1	0	0	0	0
u017681	1	0	1	1	0	1	0
u017682	0	0	1	0	0	0	1
u017683	1	1	3	0	0	0	-1
u017684	0	1	0	0	0	0	0
u017687	1	0	2	0	0	0	0
u017688	0	0	0	0	0	0	0
u017689	0	-1	0	2	0	0	0
u017690	0	2	0	0	0	0	0
u017692	1	1	0	-2	0	0	0
u017695	3	2	1	0	0	2	0
u017696	0	0	1	0	0	0	0
u017697	0	0	1	0	0	0	0
u017698	0	0	0	0	0	0	0
u017699	0	0	0	0	0	0	0
u017700	0	0	2	0	0	0	0
u017701	3	0	1	0	0	0	0
u017702	0	0	0	0	0	0	0
u017704	1	0	2	0	0	0	0
u017708	0	0	1	0	0	0	0
u017709	1	0	1	0	0	0	0
u017710	1	0	2	0	0	3	0
u017711	0	2	0	0	0	0	0
u017713	2	0	1	0	0	0	0
u017714	1	2	0	0	0	0	0
u017715	0	0	0	0	-1	0	0
u017717	0	1	0	0	1	0	1
u017718	0	-1	2	0	0	0	0
u017720	0	0	0	0	0	0	0
u017721	0	0	3	0	0	0	0
u017723	1	0	0	0	0	-1	0
u017724	0	0	3	1	0	1	0
u017725	0	0	1	0	0	0	0
u017726	1	1	1	0	0	0	0
u017727	1	0	1	0	0	1	0
u017728	0	0	0	1	0	0	0
u017729	0	1	2	0	0	0	0
u017730	-1	0	3	0	0	0	0
u017732	0	0	4	0	0	1	0
u017734	1	0	1	0	0	0	0
u017735	0	0	0	0	0	-1	0
u017738	1	-1	2	0	0	0	0
u017739	0	1	0	0	0	0	0
u017740	0	0	0	0	0	-1	0
u017744	0	0	0	0	1	0	0
u017748	2	0	5	0	1	0	-1
u017750	0	0	0	0	0	1	0
u017753	0	0	0	0	0	0	0
u017754	2	0	2	1	0	1	1
u017755	0	1	1	0	0	0	0
u017756	0	-1	0	0	1	0	0
u017757	1	1	0	0	0	0	0
u017759	1	0	1	0	0	0	0
u017760	0	1	0	0	0	0	0
u017762	1	0	2	0	0	0	0
u017765	0	0	2	0	0	0	0
u017769	0	0	0	0	0	0	0
u017771	2	4	0	-1	0	2	0
u017774	1	0	3	0	0	0	0
u017775	0	0	2	0	-1	0	0
u017776	4	1	2	0	0	1	0
u017777	0	-2	2	1	0	0	0
u017778	3	0	4	0	0	0	0
u017779	0	1	1	0	1	2	0
u017780	0	0	1	0	0	0	0
u017781	2	0	0	0	0	0	0
u017783	0	0	0	0	0	0	0
u017785	0	0	0	0	0	0	0
u017786	0	0	1	0	0	0	0
u017787	0	3	0	0	0	0	0
u017790	1	0	0	0	0	0	0
u017792	0	0	0	0	0	0	0
u017795	0	2	0	0	0	-1	0
u017796	0	0	0	0	0	1	0
u017798	0	0	0	0	1	0	0
u017799	2	2	0	0	0	1	0
u017802	1	0	0	0	0	1	0
u017803	0	-1	-1	1	0	0	0
u017804	1	0	6	0	0	1	0
u017805	1	0	0	0	0	0	0
u017806	0	0	1	0	1	0	0
u017808	0	0	0	0	0	0	0
u017809	1	0	0	0	0	1	-1
u017811	0	0	0	0	0	1	0
u017812	2	0	2	0	0	0	0
u017813	0	0	0	1	0	0	0
u017814	0	0	0	0	0	0	0
u017815	5	0	0	0	1	1	4
u017817	0	0	1	0	0	0	0
u017819	1	0	1	0	1	1	0
u017820	2	0	0	0	0	1	0
u017821	2	2	0	0	0	0	0
u017822	0	0	1	0	0	0	0
u017824	0	0	2	0	0	0	0
u017825	2	0	0	0	0	1	0
u017826	1	0	1	0	0	0	0
u017827	0	0	0	0	0	2	0
u017830	0	2	0	1	-1	0	-1
u017831	1	0	0	0	0	0	0
u017840	2	0	1	0	0	0	0
u017841	0	0	0	0	0	0	3
u017843	0	0	0	0	0	0	0
u017844	0	0	0	0	0	1	0
u017845	0	0	0	2	0	0	0
u017847	1	0	2	0	0	0	0
u017848	0	0	0	0	0	4	0
u017850	-1	0	0	0	0	0	0
u017852	0	0	1	0	0	2	0
u017856	0	0	0	0	1	0	0
u017858	0	0	0	0	0	0	0
u017860	2	2	-1	-2	0	3	0
u017861	1	0	1	0	0	0	0
u017862	1	1	2	0	0	-1	0
u017863	0	0	0	0	1	0	0
u017864	1	0	3	0	0	2	0
u017867	0	0	-1	0	0	-1	0
u017869	3	2	0	0	1	0	0
u017871	0	3	4	0	0	1	0
u017873	0	3	1	0	0	1	1
u017874	0	2	0	1	0	0	0
u017875	0	0	0	0	0	1	0
u017876	1	2	1	0	1	0	0
u017878	1	1	2	0	0	1	0
u017880	0	0	0	0	0	0	0
u017881	0	1	0	0	0	1	0
u017882	2	0	1	0	1	0	0
u017886	0	0	0	0	0	0	0
u017887	0	2	2	0	-1	4	0
u017888	0	0	0	0	0	1	0
u017890	3	1	0	1	0	0	0
u017892	0	0	1	0	0	0	0
u017893	0	0	-1	1	0	0	0
u017894	0	1	0	0	0	1	0
u017895	3	0	4	1	0	0	0
u017898	1	0	2	0	1	1	-1
u017899	0	0	0	0	0	1	2
u017900	0	0	1	1	0	1	0
u017901	0	0	0	1	0	0	0
u017903	0	0	0	0	0	1	0
u017904	0	1	1	1	1	0	0
u017905	0	0	4	0	0	0	0
u017906	0	1	0	0	0	0	0
u017907	0	0	4	0	0	0	0
u017908	0	0	0	0	0	0	0
u017910	0	0	0	0	0	0	0
u017911	0	2	1	0	0	0	0
u017912	0	0	0	0	0	0	0
u017913	0	1	0	0	0	0	0
u017916	0	1	0	0	0	0	0
u017919	0	0	0	1	0	0	0
u017920	1	1	0	0	0	1	0
u017921	2	1	1	0	0	0	0
u017922	0	0	0	0	0	-1	0
u017927	0	1	0	0	0	0	0
u017928	0	0	1	0	0	0	0
u017929	0	0	2	0	0	0	0
u017930	-1	1	0	0	0	1	0
u017933	1	1	0	0	0	1	0
u017937	0	0	1	0	0	1	0
u017938	3	0	1	0	0	0	0
u017939	0	0	2	0	1	0	0
u017940	1	0	2	2	0	0	0
u017942	1	0	0	0	0	1	0
u017943	0	0	0	0	0	0	0
u017944	1	0	2	0	-1	2	0
u017945	4	0	0	-1	-1	1	0
u017949	1	1	0	0	-1	0	0
u017950	1	0	1	0	0	1	0
u017951	0	0	0	0	0	0	0
u017952	1	0	2	0	0	0	0
u017953	0	2	1	-1	0	1	0
u017954	0	0	3	0	0	1	0
u017956	3	1	0	0	0	0	0
u017957	2	0	4	0	0	0	1
u017958	0	0	0	0	0	-1	0
u017959	0	0	3	0	0	0	0
u017960	0	0	1	0	0	0	0
u017962	0	0	1	0	0	1	0
u017965	0	0	-1	1	0	0	0
u017966	1	0	0	0	0	1	1
u017968	1	0	2	0	0	0	0
u017969	1	0	2	0	0	0	3
u017970	0	0	3	0	0	0	0
u017972	0	0	0	0	0	0	0
u017974	0	0	0	0	0	0	0
u017975	0	0	0	0	2	0	0
u017977	0	0	0	0	0	0	0
u017979	2	0	2	0	0	-1	0
u017984	0	0	0	0	0	0	0
u017985	0	0	1	0	0	2	0
u017986	0	0	1	0	0	0	0
u017991	0	0	1	0	0	1	0
u017993	0	0	1	0	0	0	0
u017995	2	0	2	0	1	0	0
u017996	1	0	0	0	0	0	0
u017999	0	0	0	0	0	0	0
u018002	1	1	4	0	0	0	0
u018005	1	1	0	-1	0	0	0
u018008	0	0	1	0	0	1	0
