user	fac1	fac2	fac3	fac4	fac5	fac6	fac7
u000215	0	2	1	0	-1	1	0
u000216	3	0	0	0	0	0	1
u000218	2	0	3	0	0	1	1
u000219	0	1	0	0	0	0	0
u000220	0	0	0	0	0	1	0
u000223	0	0	1	0	0	1	0
u000224	3	-1	0	1	1	0	0
u000225	0	1	0	1	0	0	0
u000226	0	2	0	0	0	0	0
u000228	0	0	0	0	0	-1	0
u000230	0	0	0	1	0	0	0
u000231	1	0	3	0	0	1	0
u000234	0	0	0	1	0	0	0
u000236	-1	0	-1	0	0	0	0
u000237	2	1	0	0	0	1	0
u000238	0	1	0	1	0	0	0
u000241	0	0	0	0	0	0	0
u000243	0	2	0	0	0	0	0
u000244	0	0	0	0	-1	0	0
u000246	-1	0	1	0	-2	1	0
u000248	0	2	0	1	0	0	0
u000250	0	1	1	1	-1	0	0
u000251	1	3	0	0	0	1	0
u000253	1	0	3	0	1	0	0
u000254	0	1	0	0	0	-1	0
u000255	0	0	0	0	0	0	0
u000256	3	0	0	0	0	1	0
u000258	0	0	2	1	0	0	0
u000260	0	2	0	0	0	0	0
u000261	0	-1	1	0	0	0	0
u000262	0	3	-1	0	0	-1	0
u000263	0	1	1	-1	-2	2	1
u000265	0	0	3	0	-1	0	0
u000266	1	0	0	0	0	0	0
u000267	0	-1	0	0	0	0	0
u000268	2	0	0	0	0	0	0
u000269	0	0	1	0	0	1	1
u000270	0	0	0	0	1	0	0
u000271	0	0	0	0	0	1	0
u000272	0	-1	0	0	1	0	0
u000273	0	0	0	0	0	0	0
u000275	0	0	0	0	-1	0	0
u000276	1	0	0	0	1	0	0
u000277	0	0	0	0	0	1	0
u000279	0	0	-1	2	0	0	0
u000280	0	1	0	0	0	0	0
u000281	0	0	0	0	0	0	0
u000282	0	-1	0	0	0	0	0
u000283	2	1	0	0	0	0	0
u000284	0	0	0	1	0	0	0
u000285	0	0	0	0	0	0	0
u000286	0	0	1	0	0	1	0
u000288	0	0	0	0	1	-1	0
u000289	0	1	0	0	-1	0	0
u000293	0	0	0	-1	0	0	0
u000295	0	0	2	0	0	0	2
u000296	0	0	0	0	0	1	0
u000297	0	0	0	0	0	0	0
u000298	0	1	0	0	0	0	1
u000300	0	1	0	0	-1	0	0
u000301	0	0	0	0	0	1	0
u000302	0	1	0	0	0	0	0
u000303	0	1	-1	0	0	1	0
u000304	0	0	1	0	0	0	0
u000305	0	1	0	0	0	0	0
u000307	0	0	0	0	0	0	0
u000309	0	0	1	0	0	0	0
u000310	0	0	0	0	0	0	0
u000311	2	0	-1	0	1	1	0
u000313	0	0	2	0	0	1	0
u000315	0	0	0	0	0	0	0
u000316	0	-1	2	1	1	0	0
u000317	0	2	0	0	-1	1	0
u000320	0	1	0	1	0	0	0
u000321	0	0	0	0	0	1	0
u000323	0	1	-1	0	0	0	0
u000324	1	0	0	0	0	0	0
u000325	0	0	0	0	0	0	2
u000326	0	0	0	0	0	0	0
u000328	-1	2	-1	0	-1	0	0
u000329	0	0	1	0	0	1	0
u000330	0	1	-1	0	-1	0	0
u000333	0	2	0	0	0	-1	0
u000334	0	0	1	0	0	0	-1
u000335	0	0	-1	0	0	0	0
u000339	0	2	0	0	0	1	0
u000340	0	0	0	0	0	1	0
u000341	0	0	0	0	0	1	0
u000342	1	-3	0	2	0	0	0
u000344	0	0	0	-2	0	2	0
u000347	0	0	0	0	0	1	1
u000348	0	0	0	0	1	0	0
u000349	0	0	0	0	0	1	0
u000350	0	0	0	0	0	0	0
u000352	0	1	1	0	0	-1	0
u000354	0	0	0	0	0	0	0
u000355	0	2	-1	0	0	0	0
u000356	0	0	0	0	0	0	0
u000361	0	0	0	0	0	0	0
u000363	0	0	0	0	0	0	0
u000364	2	1	2	0	0	0	0
u000365	0	0	1	0	0	0	0
u000366	0	0	0	0	0	0	0
u000368	0	0	-2	0	1	0	0
u000370	1	2	-1	-1	0	1	0
u000374	0	0	0	0	0	1	0
u000375	0	1	0	0	0	0	0
u000376	1	1	-1	0	0	-1	0
u000379	0	0	0	0	-1	0	0
u000380	0	2	5	0	0	1	0
u000382	0	1	-1	0	0	0	0
u000383	1	2	2	0	-1	1	0
u000384	0	0	0	0	0	1	0
u000386	0	0	2	1	2	0	0
u000391	1	0	0	1	0	0	0
u000393	0	0	2	0	0	0	0
u000395	0	0	0	0	0	0	1
u000396	0	0	0	0	0	2	0
u000397	0	1	0	0	0	0	0
u000399	0	0	1	0	0	0	0
u000400	0	0	0	0	0	0	0
u000401	0	1	0	0	-1	0	0
u000402	2	0	0	0	0	1	0
u000404	0	0	1	0	0	0	0
u000407	1	0	2	0	0	1	0
u000408	0	0	0	0	1	1	0
u000410	0	0	0	0	0	0	0
u000411	0	0	0	0	0	1	0
u000412	1	2	1	0	0	0	0
u000415	0	1	0	-1	0	1	0
u000416	0	2	0	0	0	0	0
u000419	0	1	0	0	0	-1	0
u000422	0	3	0	1	-1	0	0
u000424	1	0	0	0	0	0	0
u000426	0	0	0	0	1	0	0
u000427	0	0	0	0	0	1	0
u000429	0	0	1	0	0	1	0
u000431	0	0	0	0	0	0	0
u000432	0	0	1	0	1	0	0
u000433	0	1	0	1	0	1	0
u000434	0	0	0	0	0	0	0
u000435	3	0	0	0	-1	0	0
u000436	1	0	0	0	0	1	0
u000437	2	1	3	0	1	0	0
u000438	0	0	-1	0	0	0	0
u000439	2	0	1	0	0	0	0
u000441	0	0	2	-2	0	1	0
u000443	0	1	-1	0	0	0	0
u000444	0	0	0	0	1	0	0
u000445	1	1	2	1	0	-1	0
u000446	0	0	1	0	1	-1	0
u000447	0	1	0	0	0	0	0
u000449	0	2	0	1	0	0	0
u000452	0	1	0	0	-1	0	0
u000455	0	0	0	0	0	1	0
u000456	2	0	2	0	0	1	0
u000459	0	0	0	0	-1	1	0
u000460	3	0	1	0	0	0	0
u000461	0	0	2	0	0	1	0
u000462	3	1	0	0	0	-1	0
u000465	0	0	2	0	0	0	0
u000469	1	0	0	0	0	1	0
u000470	0	0	0	0	0	2	0
u000471	0	0	2	0	0	3	0
u000472	0	0	0	0	0	1	0
u000473	0	0	0	0	1	0	0
u000475	1	0	0	0	0	0	0
u000476	0	2	0	0	0	0	0
u000477	1	0	0	0	0	1	0
u000480	0	0	1	0	0	0	0
u000481	0	0	2	0	0	0	0
u000482	0	0	0	0	0	0	0
u000483	0	1	0	0	0	0	0
u000485	-1	1	2	1	0	0	0
u000486	1	1	2	-1	0	1	0
u000488	0	1	0	0	0	0	0
u000490	3	0	0	0	0	0	0
u000491	0	0	0	0	0	1	0
u000493	0	0	0	0	0	0	0
u000494	0	0	1	0	0	0	0
u000495	0	0	0	0	0	0	0
u000496	1	0	0	0	0	0	0
u000498	2	0	0	0	0	0	0
u000499	0	2	-1	0	0	0	0
u000501	1	0	0	0	0	0	0
u000503	0	0	1	0	0	1	0
u000505	0	0	1	1	1	0	0
u000506	1	1	3	0	0	2	0
u000508	0	0	0	0	0	1	0
u000511	0	0	0	0	0	0	0
u000513	0	0	0	0	0	0	0
u000515	0	1	0	0	0	0	0
u000519	1	0	2	0	0	0	1
u000520	0	0	0	0	0	0	0
u000523	0	2	0	0	1	0	0
u000524	1	0	0	1	0	0	0
u000525	0	2	0	0	0	-1	0
u000526	0	0	3	0	0	1	0
u000527	1	0	1	0	0	0	0
u000528	0	0	0	0	0	0	0
u000530	0	2	-1	0	-1	0	0
u000531	0	0	0	0	0	0	0
u000532	0	0	0	0	0	0	0
u000533	2	1	0	0	0	0	0
u000534	2	1	1	0	2	-1	-1
u000535	0	3	0	0	0	0	2
u000536	0	-1	0	0	0	0	0
u000537	0	2	1	0	0	1	0
u000538	0	0	0	0	0	0	0
u000539	1	0	0	0	0	0	0
u000540	0	1	0	0	0	0	0
u000541	0	0	0	0	1	0	0
u000542	1	1	0	0	0	1	0
u000543	1	2	1	0	0	1	0
u000546	1	0	0	0	0	0	0
u000547	0	1	0	0	1	0	0
u000549	1	0	5	0	0	0	0
u000557	1	0	0	0	0	0	0
u000559	0	2	0	0	0	0	0
u000560	0	0	0	0	0	0	0
u000563	2	1	1	-2	0	1	0
u000565	0	2	0	0	0	0	0
u000569	1	0	2	0	0	0	0
u000570	0	0	0	1	0	0	0
u000571	0	0	1	0	0	0	-1
u000572	0	0	0	3	0	0	0
u000574	0	0	1	0	0	1	0
u000575	2	0	0	0	0	1	0
u000576	1	0	0	0	0	0	0
u000579	4	0	1	0	0	0	0
u000584	0	0	0	0	0	0	0
u000585	0	0	0	0	0	0	0
u000586	0	0	0	0	0	0	0
u000590	1	0	0	0	0	0	0
u000591	2	0	0	0	0	0	0
u000592	0	0	1	0	0	1	0
u000594	0	0	0	0	0	0	0
u000595	0	1	0	0	0	0	0
u000596	1	1	-1	0	-1	0	0
u000597	1	1	1	0	1	0	0
u000598	0	0	0	0	0	0	0
u000599	1	0	1	1	-2	1	0
u000600	0	1	0	0	0	0	0
u000602	0	1	4	0	0	0	-1
u000603	0	0	2	0	0	0	0
u000604	0	0	0	0	1	0	0
u000606	1	0	1	0	0	0	0
u000608	0	1	0	0	0	0	0
u000609	0	0	1	0	0	0	0
u000610	2	1	3	0	-1	3	0
u000611	0	0	-1	0	0	1	0
u000613	1	1	1	0	0	0	0
u000614	3	1	2	0	0	1	0
u000615	0	1	1	0	0	0	2
u000618	1	0	0	1	0	0	0
u000619	2	0	0	0	0	0	0
u000620	0	0	0	0	0	0	0
u000622	2	0	3	0	0	0	0
u000624	1	0	3	0	0	2	1
u000626	0	0	0	0	0	0	0
u000627	1	0	1	0	0	0	0
u000628	0	1	0	0	0	-1	0
u000629	0	0	0	0	0	1	0
u000630	2	0	0	0	0	0	0
u000631	0	1	0	0	0	0	0
u000633	0	0	0	0	0	3	0
u000635	0	0	0	0	0	1	0
u000636	0	0	1	0	0	2	0
u000638	0	0	0	2	0	0	1
u000641	0	0	2	0	0	0	0
u000642	3	0	0	0	0	0	0
u000644	0	0	0	0	0	1	0
u000645	0	-1	0	0	0	0	0
u000647	0	0	1	0	1	0	0
u000648	4	0	0	0	0	1	0
u000649	0	0	0	0	0	0	0
u000650	0	0	0	0	0	1	0
u000651	1	0	0	0	0	0	0
u000654	0	3	0	2	0	0	0
u000655	2	0	0	1	0	2	0
u000657	0	0	0	0	0	1	0
u000661	1	2	2	0	1	0	0
u000662	2	-1	0	0	0	0	0
u000663	1	-1	0	0	0	0	0
u000664	0	0	1	0	0	0	0
u000665	0	2	1	0	0	0	0
u000666	0	0	0	0	0	1	0
u000668	1	0	0	0	0	0	0
u000669	1	1	1	0	0	0	0
u000670	1	1	0	0	0	1	0
u000671	0	2	1	0	1	0	0
u000672	0	1	0	0	0	0	0
u000674	2	1	0	0	0	1	0
u000676	0	0	3	0	0	0	0
u000677	1	0	0	0	1	1	0
u000678	0	0	0	0	0	0	0
u000679	0	0	0	0	0	0	0
u000682	0	0	0	0	0	0	0
u000685	2	1	1	-1	1	1	0
u000686	1	0	1	0	-1	0	0
u000688	0	0	-1	0	0	1	0
u000689	0	0	1	0	1	0	0
u000691	0	0	1	0	0	1	0
u000692	0	0	0	0	1	0	0
u000693	0	0	1	0	0	0	0
u000695	0	0	0	0	0	2	0
u000696	0	0	0	0	0	0	0
u000697	1	0	0	0	0	0	0
u000699	0	0	0	0	2	0	0
u000700	0	0	1	0	0	0	0
u000701	0	1	2	0	0	0	0
u000702	2	0	3	0	1	0	0
u000703	0	1	2	0	0	0	0
u000704	0	-1	1	0	0	1	0
u000707	0	0	1	0	0	1	0
u000709	0	0	0	0	0	0	0
u000711	0	0	2	0	-1	0	0
u000712	0	0	2	0	1	1	0
u000713	1	0	0	0	1	0	0
u000714	0	0	0	0	0	1	0
u000716	7	1	2	0	-1	3	0
u000720	-1	1	0	0	0	0	0
u000722	3	1	0	0	0	2	0
u000723	1	0	1	0	0	0	0
u000724	1	0	2	0	0	0	0
u000726	0	0	0	0	0	0	0
u000727	0	0	1	0	1	1	0
u000728	0	0	0	0	0	1	0
u000729	0	0	0	0	0	-1	0
u000730	2	0	3	0	0	0	0
u000731	1	1	0	1	0	-1	0
u000732	-1	1	0	0	0	0	0
u000733	0	0	0	-1	0	-1	0
u000735	1	1	2	0	0	0	0
u000740	0	1	1	0	0	0	0
u000742	2	-1	4	-1	0	0	0
u000743	0	0	0	0	0	0	0
u000744	0	0	0	1	0	0	0
u000745	2	1	1	0	0	0	0
u000746	0	1	5	0	0	0	0
u000747	2	0	0	0	0	0	0
u000749	1	0	1	0	0	0	2
u000750	0	0	1	0	0	0	0
u000751	1	1	3	1	0	0	0
u000752	0	0	1	0	0	0	0
u000753	1	0	1	0	2	0	0
u000754	1	-1	0	1	1	0	0
u000755	1	1	2	0	1	0	0
u000760	1	0	0	0	0	0	0
u000761	0	0	0	0	0	1	2
u000762	1	0	0	0	0	0	0
u000764	5	0	3	0	0	0	0
u000765	3	1	1	0	0	2	0
u000766	0	1	0	0	1	0	0
u000769	1	0	1	0	0	0	0
u000771	2	1	0	0	0	1	0
u000775	1	0	2	0	0	1	0
u000776	1	0	1	0	0	0	2
u000777	2	0	0	0	0	1	0
u000778	0	1	0	0	-1	0	0
u000779	0	1	1	0	0	0	0
u000780	0	0	0	0	0	0	0
u000781	0	0	2	0	0	0	0
u000784	0	0	0	0	0	1	0
u000786	3	0	1	0	0	1	0
u000787	2	0	2	0	0	0	0
u000788	1	0	0	0	-1	1	0
u000789	0	0	0	0	0	1	0
u000790	1	0	1	0	0	0	0
u000791	-1	0	1	0	1	0	0
u000793	0	0	2	2	0	0	0
u000794	0	2	0	0	0	0	0
u000796	0	1	0	0	0	0	0
u000798	0	0	0	0	0	0	0
u000800	2	0	1	0	0	0	0
u000803	0	0	0	1	0	0	0
u000804	0	1	0	0	0	-1	0
u000805	0	0	-1	1	1	0	0
u000806	0	0	0	0	1	0	0
u000807	0	0	0	0	0	0	0
u000808	0	0	0	1	0	0	0
u000809	0	0	0	0	0	0	0
u000811	0	0	1	0	0	0	0
u000812	0	1	0	0	-1	0	0
u000814	1	0	0	0	0	1	0
u000815	0	1	0	0	0	0	0
u000816	0	0	0	0	0	1	0
u000818	3	0	0	0	0	0	0
u000819	1	0	2	0	0	1	0
u000820	0	0	0	0	0	0	0
u000821	0	0	0	0	0	1	0
u000823	4	0	2	0	0	1	0
u000825	0	0	0	1	0	0	0
u000826	0	0	0	0	0	0	0
u000827	0	1	0	0	0	0	0
u000828	0	0	1	0	0	0	0
u000829	0	0	0	0	0	0	0
u000830	1	1	0	0	0	1	0
u000831	0	-1	0	0	1	0	0
u000832	1	0	3	0	0	0	0
u000833	0	0	-1	0	0	0	0
u000834	0	0	0	0	0	0	0
u000838	4	0	2	0	0	1	0
u000839	1	0	1	0	-1	2	1
u000840	1	2	2	1	0	0	2
u000841	4	0	2	0	0	2	0
u000842	2	2	1	4	0	1	0
u000843	1	0	1	0	1	1	0
u000845	0	0	0	0	0	-1	0
u000846	-1	0	0	0	0	0	0
u000847	0	0	0	0	0	0	-2
u000849	2	0	2	0	0	0	0
u000850	0	4	0	0	0	0	0
u000851	0	1	1	0	0	0	0
u000856	0	0	1	0	0	0	0
u000857	1	0	1	0	0	1	0
u000858	1	1	0	0	0	1	0
u000859	3	0	3	0	-1	1	0
u000860	3	0	5	0	0	0	0
u000861	0	1	0	0	0	0	0
u000862	1	1	1	0	0	0	0
u000864	3	0	2	0	0	0	0
u000865	0	0	2	1	0	1	0
u000866	1	0	0	0	0	0	0
u000867	0	0	3	0	0	1	0
u000868	0	1	-1	0	-1	0	0
u000870	1	0	1	0	-1	1	0
u000871	0	2	0	0	0	0	0
u000872	0	1	-1	0	0	0	0
u000873	3	0	2	0	0	1	0
u000874	1	0	1	0	0	0	0
u000875	0	1	0	0	0	-1	0
u000881	3	1	0	0	-1	2	0
u000884	1	0	0	0	0	1	0
u000885	0	0	1	1	0	0	0
u000886	1	2	0	0	0	1	0
u000887	1	0	0	0	0	0	0
u000888	1	0	3	0	0	0	0
u000889	3	0	0	0	0	1	0
u000890	0	0	0	0	-1	0	0
u000893	1	0	0	0	-2	2	0
u000895	1	1	0	-1	0	0	0
u000899	-1	1	3	1	1	0	0
u000900	0	2	2	0	0	0	1
u000902	0	0	0	0	0	0	0
u000903	0	2	0	0	0	1	0
u000904	0	0	0	0	0	0	1
u000905	0	1	0	0	0	0	0
u000907	1	0	0	0	-1	2	0
u000912	0	0	2	0	0	0	0
u000913	0	0	3	0	0	1	0
u000914	0	0	0	1	0	0	0
u000916	0	0	0	0	0	0	0
u000917	0	1	0	0	0	0	0
u000918	1	0	0	0	0	0	0
u000919	1	1	3	0	0	0	0
u000920	0	1	0	0	0	0	0
u000921	0	-1	0	-1	0	2	0
u000923	1	1	2	-1	2	0	0
u000925	0	1	0	0	0	0	0
u000927	0	1	0	0	0	0	0
u000928	1	0	2	0	0	0	0
u000929	0	0	2	0	0	0	0
u000941	1	0	2	-1	0	1	0
u000943	0	0	0	0	0	0	0
u000944	0	0	2	0	0	0	0
u000946	1	2	3	-1	0	-2	0
u000948	0	0	0	0	2	0	-1
u000949	0	0	-1	0	0	0	0
u000950	0	2	-1	1	0	0	0
u000953	1	1	0	0	-1	1	0
u000955	0	0	0	0	-1	-1	0
u000957	0	0	2	0	1	0	1
u000958	0	1	0	1	0	0	0
u000959	0	1	0	1	0	0	0
u000960	2	1	0	0	0	1	0
u000961	0	0	2	2	0	0	0
u000963	0	0	0	-1	0	1	0
u000964	2	0	0	-1	0	1	0
u000965	2	0	2	0	0	0	0
u000966	4	2	1	0	0	0	3
u000969	1	0	1	0	0	1	0
u000970	4	-1	1	1	0	1	0
u000974	0	0	0	0	0	0	1
u000976	0	1	0	0	0	0	0
u000977	0	0	1	0	0	0	0
u000979	0	0	0	0	0	0	0
u000980	1	0	3	0	0	0	0
u000981	1	0	0	0	0	0	0
u000983	0	0	0	0	0	1	0
u000984	0	0	1	0	0	0	0
u000985	0	0	0	0	0	1	0
u000986	1	0	1	0	1	-1	0
u000987	1	-1	0	0	0	0	0
u000988	0	1	0	0	0	0	0
u000989	0	1	-1	0	0	0	0
u000991	2	0	0	0	-1	2	0
u000992	2	1	2	0	0	0	0
u000993	1	0	1	0	0	0	0
u000994	1	1	2	0	0	0	0
u000995	1	0	2	0	0	0	0
u000996	1	0	1	0	0	0	0
u001002	0	2	0	0	-1	0	0
u001003	0	0	0	0	0	0	0
u001004	0	0	0	0	0	3	0
u001005	0	0	0	0	0	0	0
u001007	0	2	1	0	0	-1	0
u001008	1	0	3	0	-1	0	0
u001009	1	0	2	0	0	1	0
u001010	0	0	0	0	0	0	0
u001011	0	0	0	0	-2	1	-1
u001012	1	0	0	0	0	0	0
u001013	0	0	2	1	-1	0	0
u001014	0	2	-1	0	0	-1	0
u001016	1	1	1	0	0	0	0
u001017	1	0	-1	0	0	2	-1
u001019	0	0	1	0	0	0	0
u001021	0	0	0	0	0	0	0
u001022	1	0	0	0	0	0	0
u001023	1	0	0	0	0	0	-1
u001026	1	0	2	-1	0	1	0
u001027	0	0	4	0	0	0	3
u001028	1	0	1	3	0	0	0
u001029	1	0	4	0	0	0	0
u001030	0	0	2	0	0	-1	0
u001031	0	0	3	0	0	0	0
u001033	1	0	0	0	0	0	0
u001034	1	0	0	0	0	0	0
u001035	0	0	2	0	-1	1	0
u001036	0	0	0	0	0	0	0
u001037	2	0	3	0	0	0	0
u001038	0	0	0	0	0	0	0
u001039	1	0	4	0	0	0	1
u001040	1	0	0	0	0	2	0
u001041	0	1	2	0	0	1	0
u001042	0	2	1	2	-1	0	0
u001043	0	0	0	0	1	0	-1
u001044	0	2	2	0	-1	0	0
u001045	0	0	-1	0	2	0	0
u001046	1	0	3	0	-1	0	1
u001048	1	0	0	2	0	0	0
u001049	0	0	-1	0	2	0	0
u001052	0	0	3	0	0	0	0
u001053	0	1	0	1	0	0	0
u001054	0	0	1	0	0	0	0
u001057	2	0	1	1	0	1	0
u001059	0	0	0	0	0	0	0
u001062	2	0	2	0	3	0	0
u001064	0	0	1	0	0	0	0
u001068	1	0	0	1	0	1	0
u001069	1	0	2	0	1	1	0
u001071	0	0	1	0	0	0	0
u001073	3	0	1	0	0	0	0
u001074	2	0	1	-1	0	0	0
u001075	0	1	0	3	0	0	0
u001077	0	0	0	0	0	0	0
u001079	1	0	1	0	0	1	0
u001081	1	0	0	0	0	0	0
u001086	0	0	2	0	0	5	-1
u001087	0	2	0	0	0	0	0
u001090	0	0	0	0	0	0	0
u001091	2	0	1	0	0	2	0
u001093	0	1	0	0	-1	1	0
u001094	0	0	1	1	-1	0	0
u001095	1	2	2	0	0	1	0
u001096	0	0	0	1	0	0	0
u001097	0	0	0	0	0	1	0
u001098	1	0	0	0	0	0	0
u001101	0	0	2	0	0	1	0
u001102	0	1	1	0	0	0	1
u001103	0	0	0	0	1	0	0
u001104	0	0	0	0	1	0	0
u001105	2	0	1	0	-1	1	0
u001106	0	0	0	-1	0	0	0
u001107	0	0	0	1	1	1	0
u001109	0	1	0	0	-1	0	0
u001111	0	0	0	0	0	2	0
u001113	1	2	1	0	0	0	0
u001114	0	2	0	0	0	0	0
u001115	2	-1	1	0	0	1	0
u001117	0	0	1	0	0	0	0
u001118	0	1	0	0	0	0	0
u001119	0	0	0	0	0	-1	0
u001121	0	1	0	0	-1	1	0
u001122	0	2	0	0	-1	0	0
u001123	0	0	3	0	0	0	0
u001124	0	0	0	0	0	1	0
u001125	0	0	1	0	0	0	0
u001127	1	1	-1	0	0	0	0
u001128	0	1	0	0	0	0	0
u001130	1	0	0	0	0	0	0
u001131	1	0	0	0	0	0	0
u001138	1	1	0	0	0	0	0
u001140	0	0	0	0	0	0	0
u001141	0	0	0	0	0	0	0
u001142	0	0	1	0	1	0	0
u001143	0	0	0	0	-1	1	0
u001144	0	0	0	1	0	0	0
u001145	0	0	0	1	0	0	0
u001148	0	0	1	0	1	0	0
u001149	0	1	0	0	0	0	0
u001150	1	1	0	1	0	1	0
u001151	0	0	0	0	0	1	0
u001152	1	1	0	0	0	0	0
u001153	0	0	1	0	0	0	0
u001154	0	0	0	0	0	1	0
u001157	0	0	0	0	0	0	0
u001158	2	2	4	0	0	0	0
u001159	0	1	0	0	0	0	0
u001162	0	0	2	0	0	0	0
u001163	0	0	0	0	0	0	0
u001164	1	1	0	0	-1	1	0
u001165	1	0	1	0	0	0	0
u001166	0	0	1	0	0	0	0
u001167	0	1	5	0	0	1	0
u001170	3	1	1	0	0	1	0
u001171	0	0	0	0	0	1	0
u001172	0	1	2	1	0	0	0
u001173	0	1	0	0	-1	1	0
u001175	0	3	-1	1	0	0	0
u001176	0	1	0	0	0	0	0
u001177	0	0	0	0	0	0	0
u001180	0	0	0	0	0	0	0
u001183	0	0	2	0	0	0	0
u001188	0	0	1	0	0	0	0
u001189	0	-1	0	0	1	-1	0
u001190	0	2	2	0	0	0	0
